Date,Price,Change %,vol 5D,vol 5D standardize,vol 20D,vol 20D standardize,vol2 5D,vol2 5D standardize,vol2 20D,vol2 20D standardize,vol2 5D sta - vol2 20D sta,Price_S&P 500,Change %_S&P 500,a1_S&P 500,動能差input_S&P 500,Price_FTSE Italia Mid Cap,Change %_FTSE Italia Mid Cap,local risk covarience_FTSE Italia Mid Cap,向量寬度_FTSE Italia Mid Cap,Price_EUR_USD,Change %_EUR_USD,Price_USD_JPY,Change %_USD_JPY,Price_United States 10-Year Bond Yield,Change %_United States 10-Year Bond Yield,label 1 N+1到N+5天短期(5D)vol2 的標準化平均減 N到N-4短期(5D)vol2 的標準化平均,label 2 第N+1到N+5天的平均短期(5D)波動性 減 第N天的短期(5D)波動性 大於或小於零,label 3 第N+1到N+5天的平均短期(5D)波動性 減 第N到N-4天的平均短期(5D)波動性 大於或小於零 Ken
Aug 17 2011,15950.75,0.0127,0.6818674915260295,0.6308234277055726,0.4725383072190802,1.7950914184865494,1.551492904101298,-0.2120846841957407,0.7690106468061745,1.7019840339245857,-1.9140687181203264,1193.89,0.0009,13.360317952240155,-185.22815654448277,20045.87,0.0051,4.564060452353012,0.023276708307000366,1.4425,0.0011,76.62,-0.0016,2.167,-0.026099999999999998,-1.4031444142777099,-0.10926534202203553,-0.047611898648311946
Aug 18 2011,14970.42,-0.061500000000000006,0.669492760229713,0.19128328668975164,0.4903179382057278,1.8646008143265862,0.8963813133739903,-1.3322947854653497,0.8231408565533488,2.003710041399156,-3.3360048268645057,1140.65,-0.0446,13.124464121334325,269.0266722227352,19133.16,-0.0455,7.2726845056748495,-0.3309071450082056,1.4331,-0.006500000000000001,76.64,0.0002,2.068,-0.045700000000000005,-0.2830090684971912,-0.17177253325082237,-0.16097139439394442
Aug 19 2011,14602.33,-0.0246,0.6473656617399474,-1.4064515676313734,0.4574504049045847,1.1105340512935054,0.3245094482351319,-1.3272005560905074,0.8324155231144186,1.8317635443380447,-3.158964100428552,1123.53,-0.015,12.99683141527151,143.39917424275518,19105.76,-0.0014000000000000002,-0.3081865004811749,0.00043146110067364494,1.4398,0.004699999999999999,76.55,-0.0012,2.067,-0.0005,0.8330953903290439,-0.23329614639603713,-0.26204707373331115
Aug 22 2011,14861.64,0.0178,0.5091197462287237,-1.7583930771557637,0.46938304546332005,1.207397719740998,1.1561897861927748,-0.10376105204350235,0.8382553151123706,1.6794153883141782,-1.7831764403576806,1123.82,0.0003,13.224217401363207,-255.5409188895719,19305.27,0.0104,-3.905347034637106,-0.0406156091602259,1.436,-0.0026,76.93,0.005,2.109,0.0203,1.3707006187563453,-0.14639274591955348,-0.2744619832799317
Aug 23 2011,14707.32,-0.0104,0.5083871556205959,-1.088569239176216,0.4673482303604591,1.0568652459127776,1.3833262557374346,0.6681139592412134,0.8407911817039838,1.5423850257789862,-0.8742710665377728,1162.35,0.034300000000000004,12.653090721383405,663.8490964745233,19148.58,-0.008100000000000001,-1.514666924086821,0.012268802085103251,1.4438,0.0054,76.66,-0.0034999999999999996,2.158,0.0232,1.3126034392234844,-0.20150152901346718,-0.2963609364618732
Aug 24 2011,14981.35,0.018600000000000002,0.5286454237009908,-0.5553125937331128,0.4773941896544088,1.1280371836221532,1.2565740403067118,0.6034328658123401,0.8402952757827609,1.3985653591460248,-0.7951324933336846,1177.6,0.0131,12.721934442934783,-81.07036649890324,19381.17,0.0121,-6.918714752514985,-0.08371644850543132,1.4413,-0.0017000000000000001,77.02,0.0048,2.294,0.063,0.6760177341700953,-0.2714284444472542,-0.3153851702502576
Aug 25 2011,14944.61,-0.0025,0.2950831476041964,-1.5938435814142746,0.4741935963739972,0.968426840877214,2.0182431626703505,1.3035554646469591,0.8281357332848734,1.1934852426939617,0.11007022195299743,1159.27,-0.015600000000000001,12.891397172358468,-196.4530583389951,19565.08,0.0095,-4.096082191208792,-0.03891278081648352,1.438,-0.0023,77.4,0.005,2.234,-0.0262,-0.34130690983218737,-0.043630791711906425,-0.24626787108660086
Aug 26 2011,14800.01,-0.0097,0.22911210356504513,-1.3125719439218253,0.4714919000253067,0.8329090991739085,2.2369119664842896,1.2913918771633923,0.7935447212534693,0.8528842630065735,0.4385076141568188,1176.8,0.0151,12.576487083616588,370.58619243144494,19512.94,-0.0027,-0.3255662717176797,0.0008790289336377353,1.4499,0.0083,76.67,-0.0095,2.19,-0.0197,-1.1270157944809858,0.06252936665460118,-0.12242804512426408
Aug 29 2011,15140.98,0.023,0.25240717105502364,-0.7642651581694919,0.48577126488654493,1.0420665354901508,2.2914468605477123,0.9358303411425964,0.740103224657726,0.39804499301818486,0.5377853481244116,1210.08,0.028300000000000002,12.512379346820046,77.57549014275901,19973.63,0.0236,30.424714531561776,0.7180232629448579,1.451,0.0008,76.95,0.0037,2.264,0.0338,-1.332465019336941,0.09238663242349238,-0.017933196830654363
Aug 30 2011,15106.28,-0.0023,0.22918028711038818,-0.6125396634697886,0.4693689664129692,0.6144339942184672,2.013802691753633,0.12157952879824716,0.6971822035629166,0.035926472715739094,0.08565305608250806,1212.92,0.0023,12.454473501962207,70.2351573449705,20013.89,0.002,-0.45405650150968624,-0.0009081130030193725,1.4446,-0.0044,76.72,-0.0029,2.176,-0.038900000000000004,-1.0532286187589537,0.17290787036770605,0.09520253087096536
Aug 31 2011,15563.2,0.0302,0.2803021869340301,0.7731831363862818,0.4819052972044241,0.8207946433718765,0.47397090504431294,-1.7639781094465246,0.6580778863978486,-0.29931450368336177,-1.4646636057631628,1218.89,0.0049,12.768338406254871,-382.5667931932858,20469.79,0.022799999999999997,-4.77980397366498,-0.10897953059956153,1.4379,-0.0046,76.76,0.0005,2.234,0.026699999999999998,-0.09823029944206002,0.18256937355973724,0.20565458124003055
