Date,Price,Open,High,Low,Vol.,Change %
Jan 11 2013,7715.53,7725.93,7731.45,7683.92,174.96M,0.09%
Jan 14 2013,7729.52,7737.61,7785.82,7702.36,41.22M,0.18%
Jan 15 2013,7675.91,7704.05,7735.21,7635.88,138.58M,-0.69%
Jan 16 2013,7691.13,7661.61,7694.80,7643.14,108.71M,0.20%
Jan 17 2013,7735.46,7677.28,7764.03,7662.43,110.87M,0.58%
Jan 18 2013,7702.23,7747.13,7753.49,7702.23,133.35M,-0.43%
Jan 21 2013,7748.86,7727.77,7749.82,7719.02,71.75M,0.61%
Jan 22 2013,7696.21,7741.88,7746.91,7634.26,143.51M,-0.68%
Jan 23 2013,7707.54,7702.92,7731.63,7684.84,123.89M,0.15%
Jan 24 2013,7748.13,7700.53,7753.30,7661.96,129.65M,0.53%
Jan 25 2013,7857.97,7746.78,7865.16,7743.19,120.20M,1.42%
Jan 28 2013,7833.00,7859.83,7871.79,7831.72,88.20M,-0.32%
Jan 29 2013,7848.57,7841.96,7857.14,7800.12,114.47M,0.20%
Jan 30 2013,7811.31,7855.68,7863.35,7775.03,129.32M,-0.47%
Jan 31 2013,7776.05,7800.45,7812.34,7765.20,171.42M,-0.45%
Feb 01 2013,7833.39,7792.59,7853.37,7784.97,128.95M,0.74%
Feb 04 2013,7638.23,7822.54,7837.64,7637.68,197.22M,-2.49%
Feb 05 2013,7664.66,7643.54,7677.14,7622.30,179.59M,0.35%
Feb 06 2013,7581.18,7665.88,7694.42,7537.29,152.98M,-1.09%
Feb 07 2013,7590.85,7581.37,7661.31,7565.32,144.80M,0.13%
Feb 08 2013,7652.14,7607.57,7655.31,7577.34,123.64M,0.81%
Feb 11 2013,7633.74,7627.72,7676.82,7597.61,103.66M,-0.24%
Feb 12 2013,7660.19,7619.12,7661.97,7593.66,118.83M,0.35%
Feb 13 2013,7711.89,7678.48,7737.41,7650.29,97.75M,0.67%
Feb 14 2013,7631.19,7697.89,7729.36,7607.48,113.78M,-1.05%
Feb 15 2013,7593.51,7636.26,7649.50,7588.57,185.14M,-0.49%
Feb 18 2013,7628.73,7591.08,7629.78,7568.16,91.57M,0.46%
Feb 19 2013,7752.45,7614.10,7762.90,7611.60,131.08M,1.62%
Feb 20 2013,7728.90,7747.21,7784.64,7709.48,135.41M,-0.30%
Feb 21 2013,7583.57,7681.61,7688.44,7561.84,156.41M,-1.88%
Feb 22 2013,7661.91,7619.81,7681.12,7607.26,148.92M,1.03%
Feb 25 2013,7773.19,7731.80,7860.57,7726.40,182.46M,1.45%
Feb 26 2013,7597.11,7682.24,7683.96,7589.32,171.52M,-2.27%
Feb 27 2013,7675.83,7641.84,7679.44,7565.78,117.57M,1.04%
Feb 28 2013,7741.70,7712.20,7753.39,7691.81,126.36M,0.86%
Mar 01 2013,7708.16,7735.35,7767.67,7627.99,131.32M,-0.43%
Mar 04 2013,7691.68,7654.67,7708.88,7637.32,83.89M,-0.21%
Mar 05 2013,7870.31,7779.62,7883.60,7772.33,137.28M,2.32%
Mar 06 2013,7919.33,7907.39,7977.64,7898.04,124.63M,0.62%
Mar 07 2013,7939.77,7934.19,7956.26,7911.56,98.78M,0.26%
Mar 08 2013,7986.47,7970.66,8015.07,7962.28,134.78M,0.59%
Mar 11 2013,7984.29,7967.46,7989.21,7954.58,82.98M,-0.03%
Mar 12 2013,7966.12,7970.83,7999.50,7933.94,175.95M,-0.23%
Mar 13 2013,7970.91,7964.77,7978.84,7942.37,368.77M,0.06%
Mar 14 2013,8058.37,8013.25,8060.26,8011.22,280.67M,1.10%
Mar 15 2013,8042.85,8074.03,8074.47,7996.95,311.60M,-0.19%
Mar 18 2013,8010.70,7924.04,8020.91,7901.94,130.36M,-0.40%
Mar 19 2013,7947.79,7980.54,8000.97,7919.45,154.90M,-0.79%
Mar 20 2013,8001.97,7995.59,8030.46,7972.21,122.11M,0.68%
Mar 21 2013,7932.51,7989.59,7999.34,7887.67,159.85M,-0.87%
Mar 22 2013,7911.35,7917.64,7953.93,7876.36,131.99M,-0.27%
Mar 25 2013,7870.90,7988.27,8030.76,7847.97,157.51M,-0.51%
Mar 26 2013,7879.67,7889.15,7912.52,7859.27,115.37M,0.11%
